CapabilityID,BenefitStatement,KPIName,LinkedMetricID,SystemOfRecord,BaselineValue,BaselinePeriod,TargetValue,TargetDate,BenefitOwner,ReviewCadence,,,,,
8.3.4.4.2,Increase Candidate satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Candidate satisfaction rate,MET-0999,Survey,,FY2024-25,90%,2026-03-31,Recruitment Manager,Monthly,,,,,
8.3.4.4.2,Increase Offer acceptance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Offer acceptance rate,MET-1000,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Monthly,,,,,
8.3.4.4.2,Increase Time to hire to 30 by 2026-03-31 from the FY2024-25 baseline,Time to hire,MET-1001,ATS,,FY2024-25,30,2026-03-31,Recruitment Manager,Monthly,,,,,
8.3.4.4.3,Increase Candidate satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Candidate satisfaction rate,MET-0999,Survey,,FY2024-25,90%,2026-03-31,Recruitment Manager,Monthly,,,,,
8.3.4.4.3,Increase Offer acceptance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Offer acceptance rate,MET-1000,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Monthly,,,,,
8.3.4.4.3,Increase Time to hire to 20 by 2026-03-31 from the FY2024-25 baseline,Time to hire,MET-1001,ATS,,FY2024-25,20,2026-03-31,Recruitment Manager,Monthly,,,,,
8.3.4.5,Increase Candidate tracking rate to 90% by 2026-03-31 from the FY2024-25 baseline,Candidate tracking rate,MET-1002,ATS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.5,Increase Communication satisfaction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Communication satisfaction rate,MET-1003,Survey,,FY2024-25,85%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.5,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.5.1,Increase Candidate quality rate to 85% by 2026-03-31 from the FY2024-25 baseline,Candidate quality rate,MET-0988,ATS,,FY2024-25,85%,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.5.1,Increase Talent pool size to 100 by 2026-03-31 from the FY2024-25 baseline,Talent pool size,MET-1005,HRIS,,FY2024-25,100,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.4.5.1,Increase Time to fill to 30 by 2026-03-31 from the FY2024-25 baseline,Time to fill,MET-1006,HRIS,,FY2024-25,30,2026-03-31,Recruitment Manager,Quarterly,,,,,
8.3.5,Increase Bargaining success rate to 80% by 2026-03-31 from the FY2024-25 baseline,Bargaining success rate,MET-1007,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5,Increase Employee satisfaction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5,Increase Grievance rate to 5 by 2026-03-31 from the FY2024-25 baseline,Grievance rate,MET-1009,HRIS,,FY2024-25,5,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1,Increase Bargaining success rate to 80% by 2026-03-31 from the FY2024-25 baseline,Bargaining success rate,MET-1007,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1,Increase Employee satisfaction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Employee satisfaction rate,MET-1008,Survey,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1,Increase Grievance rate to 5 by 2026-03-31 from the FY2024-25 baseline,Grievance rate,MET-1009,HRIS,,FY2024-25,5,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1,Increase Agreement time to 45 by 2026-03-31 from the FY2024-25 baseline,Agreement time,MET-1010,HRIS,,FY2024-25,45,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1,Increase Conflict rate to 3 by 2026-03-31 from the FY2024-25 baseline,Conflict rate,MET-1011,HRIS,,FY2024-25,3,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1,Increase Negotiation success rate to 85% by 2026-03-31 from the FY2024-25 baseline,Negotiation success rate,MET-1012,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.1,Increase Employee morale rate to 85% by 2026-03-31 from the FY2024-25 baseline,Employee morale rate,MET-1013,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.1,Increase Operational impact rate to 10% by 2026-03-31 from the FY2024-25 baseline,Operational impact rate,MET-1014,HRIS,,FY2024-25,10%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.1,Increase Service continuity rate to 95% by 2026-03-31 from the FY2024-25 baseline,Service continuity rate,MET-1015,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.2,Increase Disruption impact rate to 10% by 2026-03-31 from the FY2024-25 baseline,Disruption impact rate,MET-1016,HRIS,,FY2024-25,10%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.2,Increase Readiness rate to 90% by 2026-03-31 from the FY2024-25 baseline,Readiness rate,MET-1017,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.2,Increase Stakeholder confidence rate to 90% by 2026-03-31 from the FY2024-25 baseline,Stakeholder confidence rate,MET-1018,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.3,Increase Bargaining power index to 90% by 2026-03-31 from the FY2024-25 baseline,Bargaining power index,MET-1019,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.3,Increase Preparedness rate to 85% by 2026-03-31 from the FY2024-25 baseline,Preparedness rate,MET-1020,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.3,Increase Success rate of negotiations to 90% by 2026-03-31 from the FY2024-25 baseline,Success rate of negotiations,MET-1021,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.4,Increase Confidence rate to 85% by 2026-03-31 from the FY2024-25 baseline,Confidence rate,MET-1022,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.4,Increase Efficiency rate to 85% by 2026-03-31 from the FY2024-25 baseline,Efficiency rate,MET-1023,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.4,Increase Outcome success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Outcome success rate,MET-1024,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.5,Increase Agreement success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Agreement success rate,MET-1025,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.5,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.1.5,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.2,Increase Management success rate to 90% by 2026-03-31 from the FY2024-25 baseline,Management success rate,MET-1026,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.2,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.2,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.3,Increase Compensation accuracy rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compensation accuracy rate,MET-1027,Payroll,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.3,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.3,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.4,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.4,Increase Relations improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Relations improvement rate,MET-1028,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.4,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.5,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.5,Increase Relations improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Relations improvement rate,MET-1028,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.5,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.5.1,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.5.1,Increase Relations improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Relations improvement rate,MET-1028,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.1.5.1,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2,Increase Grievance resolution rate to 90% by 2026-03-31 from the FY2024-25 baseline,Grievance resolution rate,MET-1029,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2,Increase Trust improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.1,Increase Incident resolution rate to 90% by 2026-03-31 from the FY2024-25 baseline,Incident resolution rate,MET-1031,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.1,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.1,Increase Trust improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.2,Increase Investigation completion rate to 90% by 2026-03-31 from the FY2024-25 baseline,Investigation completion rate,MET-1032,LMS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.2,Increase Safety incident resolution rate to 90% by 2026-03-31 from the FY2024-25 baseline,Safety incident resolution rate,MET-1033,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.2,Increase Trust improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.3,Increase Climate improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Climate improvement rate,MET-1034,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.3,Increase Grievance resolution rate to 90% by 2026-03-31 from the FY2024-25 baseline,Grievance resolution rate,MET-1029,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.3,Increase Trust improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.4,Increase Compliance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.4,Increase Conflict resolution rate to 90% by 2026-03-31 from the FY2024-25 baseline,Conflict resolution rate,MET-1035,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.4,Increase Trust improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.5,Increase Conflict resolution rate to 85% by 2026-03-31 from the FY2024-25 baseline,Conflict resolution rate,MET-1035,HRIS,,FY2024-25,85%,2026-03-31,Legal Manager,Quarterly,,,,,
8.3.5.2.5,Increase Legal compliance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Legal compliance rate,MET-1036,HRIS,,FY2024-25,90%,2026-03-31,Legal Manager,Quarterly,,,,,
8.3.5.2.5,Increase Trust improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,90%,2026-03-31,Legal Manager,Quarterly,,,,,
8.3.5.2.6,Increase Compliance rate to 85% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.6,Increase Decision accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Decision accuracy rate,MET-1037,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.6,Increase Trust improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.6.1,Increase Compliance rate to 85% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.6.1,Increase Recommendation accuracy rate to 90% by 2026-03-31 from the FY2024-25 baseline,Recommendation accuracy rate,MET-1038,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.2.6.1,Increase Trust improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3,Increase Conflict reduction rate to 80% by 2026-03-31 from the FY2024-25 baseline,Conflict reduction rate,MET-1039,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3,Increase Labor relations rate to 90% by 2026-03-31 from the FY2024-25 baseline,Labor relations rate,MET-1040,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3,Increase Trust improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.1,Increase Cooperation rate to 90% by 2026-03-31 from the FY2024-25 baseline,Cooperation rate,MET-1041,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.1,Increase Dispute reduction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Dispute reduction rate,MET-1042,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.1,Increase Trust improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.1.1,Increase Crisis response rate to 90% by 2026-03-31 from the FY2024-25 baseline,Crisis response rate,MET-1043,HRIS,,FY2024-25,90%,2026-03-31,Crisis Manager,Quarterly,,,,,
8.3.5.3.1.1,Increase Downtime reduction rate to 80% by 2026-03-31 from the FY2024-25 baseline,Downtime reduction rate,MET-1044,HRIS,,FY2024-25,80%,2026-03-31,Crisis Manager,Quarterly,,,,,
8.3.5.3.1.1,Increase Safety improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Safety improvement rate,MET-1045,HRIS,,FY2024-25,90%,2026-03-31,Crisis Manager,Quarterly,,,,,
8.3.5.3.2,Increase Cooperation rate to 90% by 2026-03-31 from the FY2024-25 baseline,Cooperation rate,MET-1041,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.2,Increase Dispute reduction rate to 85% by 2026-03-31 from the FY2024-25 baseline,Dispute reduction rate,MET-1042,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.2,Increase Trust improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.3,Increase Compliance rate to 90% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.3,Increase Efficiency improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Efficiency improvement rate,MET-1046,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.3,Increase Role clarity rate to 90% by 2026-03-31 from the FY2024-25 baseline,Role clarity rate,MET-1047,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.4,Increase Disruption reduction rate to 80% by 2026-03-31 from the FY2024-25 baseline,Disruption reduction rate,MET-1048,HRIS,,FY2024-25,80%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.4,Increase Employee relations rate to 90% by 2026-03-31 from the FY2024-25 baseline,Employee relations rate,MET-1049,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.5.3.4,Increase Negotiation leverage rate to 85% by 2026-03-31 from the FY2024-25 baseline,Negotiation leverage rate,MET-1050,HRIS,,FY2024-25,85%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6,Increase Satisfaction improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction improvement rate,MET-1051,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6,Increase Talent attraction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Talent attraction rate,MET-1052,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.1,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.1,Increase Equity improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Equity improvement rate,MET-1053,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.1,Increase Transparency improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Transparency improvement rate,MET-1054,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.1.1,Increase Agreement compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Agreement compliance rate,MET-1055,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.1.1,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.1.1,Increase Satisfaction improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction improvement rate,MET-1051,Survey,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.2,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.2,Increase Operational efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency rate,MET-1056,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.2,Increase Payroll accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Payroll accuracy rate,MET-1057,Payroll,,FY2024-25,98%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.2.1,Increase Payroll consistency rate to 95% by 2026-03-31 from the FY2024-25 baseline,Payroll consistency rate,MET-1058,Payroll,,FY2024-25,95%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.2.1,Increase Rule compliance rate to 98% by 2026-03-31 from the FY2024-25 baseline,Rule compliance rate,MET-1059,HRIS,,FY2024-25,98%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.2.1,Increase Trust improvement rate to 90% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,90%,2026-03-31,HR Manager,Quarterly,,,,,
8.3.6.2.1.1,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.1,Increase Payroll accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Payroll accuracy rate,MET-1057,Payroll,,FY2024-25,98%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.1,Increase Satisfaction rate to 90% by 2026-03-31 from the FY2024-25 baseline,Satisfaction rate,MET-0998,Survey,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.2,Increase Operational efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency rate,MET-1056,HRIS,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.2,Increase Timeliness rate to 90% by 2026-03-31 from the FY2024-25 baseline,Timeliness rate,MET-1060,HRIS,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.2,Increase Trust improvement rate to 85% by 2026-03-31 from the FY2024-25 baseline,Trust improvement rate,MET-1030,HRIS,,FY2024-25,85%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.3,Increase Accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Accuracy rate,MET-1061,HRIS,,FY2024-25,98%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.3,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.1.3,Increase Recovery rate to 90% by 2026-03-31 from the FY2024-25 baseline,Recovery rate,MET-1062,HRIS,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.2,Increase Accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Accuracy rate,MET-1061,HRIS,,FY2024-25,98%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.2,Reduce Error rate to 2% by 2026-03-31 from the FY2024-25 baseline,Error rate,MET-1063,HRIS,,FY2024-25,2%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.2.2,Increase Operational efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency rate,MET-1056,HRIS,,FY2024-25,90%,2026-03-31,Compensation Manager,Quarterly,,,,,
8.3.6.3,Increase Accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Accuracy rate,MET-1061,HRIS,,FY2024-25,98%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3,Increase Payment timeliness rate to 98% by 2026-03-31 from the FY2024-25 baseline,Payment timeliness rate,MET-1064,Payroll,,FY2024-25,98%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.1,Increase Accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Accuracy rate,MET-1061,HRIS,,FY2024-25,98%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.1,Reduce Error rate to 2% by 2026-03-31 from the FY2024-25 baseline,Error rate,MET-1063,HRIS,,FY2024-25,2%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.1,Increase Operational efficiency rate to 90% by 2026-03-31 from the FY2024-25 baseline,Operational efficiency rate,MET-1056,HRIS,,FY2024-25,90%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.2,Increase Accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Accuracy rate,MET-1061,HRIS,,FY2024-25,98%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.2,Increase Payment timeliness rate to 98% by 2026-03-31 from the FY2024-25 baseline,Payment timeliness rate,MET-1064,Payroll,,FY2024-25,98%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.2,Increase Trust rate to 95% by 2026-03-31 from the FY2024-25 baseline,Trust rate,MET-1065,HRIS,,FY2024-25,95%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.3,Increase Accuracy rate to 98% by 2026-03-31 from the FY2024-25 baseline,Accuracy rate,MET-1061,HRIS,,FY2024-25,98%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.3,Increase Compliance rate to 95% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,95%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.3.3,Increase Stability rate to 95% by 2026-03-31 from the FY2024-25 baseline,Stability rate,MET-1066,HRIS,,FY2024-25,95%,2026-03-31,Payroll Manager,Quarterly,,,,,
8.3.6.4,Increase Financial planning rate to 90% by 2026-03-31 from the FY2024-25 baseline,Financial planning rate,MET-1067,HRIS,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4,Increase Retention rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retention rate,MET-1004,HRIS,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4,Increase Retirement security rate to 90% by 2026-03-31 from the FY2024-25 baseline,Retirement security rate,MET-1068,HRIS,,FY2024-25,90%,2026-03-31,Pension Manager,Quarterly,,,,,
8.3.6.4.1,Increase Compliance rate to 98% by 2026-03-31 from the FY2024-25 baseline,Compliance rate,MET-0829,HRIS,,FY2024-25,98%,2026-03-31,Pension Manager,Quarterly,,,,,
